,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_as_Customer,Family_Size,Total_income_familymember,Total_Conv,RecentCmp,Total_spent,Total_spent_percent_income,Total_Purchases,AOV,Total_Purchases_year,%Wine,%Fruit,%Meat,%Fish,%Sweet,%Gold,%WebPurchases,%CatalogPurchases,%StorePurchases,%DealPurchases,products_factor,Deal_purchases,channels_factor,Basic,Graduation,Master,PhD,Married,Single,Together,Widow
1706,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,64,8,2,29328.0,1,5,1208,0.0102971512351467,28,41.6551724137931,3.5,0.016400709219858155,0.00020458265139116204,0.003307419530823786,0.00027277686852154935,0.0004091653027823241,0.00020458265139116204,0.2413793103448276,0.27586206896551724,0.4482758620689655,0.13793103448275862,0.5563918776940463,0,0.5071488645920942,0,0,1,0,0,0,1,0
1707,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,55,8,2,26058.5,0,0,259,0.0024847461529605894,11,21.583333333333332,1.375,0.002149010879367577,0.00019187597137210508,0.002053072893681524,0.0005756279141163152,0.0,0.00038375194274421016,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.11863152054116614,0,0.5121951219512195,0,1,0,0,0,0,1,0
1708,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,42,6,2,32406.5,0,0,693,0.00534606720770204,19,34.65,3.1666666666666665,0.004520698008115656,0.0,0.0019131964266428032,0.0027617916158795305,0.0014966133337447735,0.0008023081789147239,0.35,0.1,0.5,0.05,0.18163909170304493,0,0.3073170731707317,0,1,0,0,1,0,0,0
1709,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,47,6,2,27111.0,0,0,257,0.0023698430555299413,11,21.416666666666668,1.8333333333333333,0.0036700970085942974,0.00022131238242779683,0.0005717236546051418,5.5328095606949206e-05,0.00022131238242779683,0.00012909888974954814,0.25,0.25,0.4166666666666667,0.08333333333333333,0.11975335626713296,0,0.5121951219512195,0,0,0,1,1,0,0,0
1710,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,34,6,1,83512.0,4,5,2056,0.012309460802509789,21,93.45454545454545,3.5,0.006346393332694702,0.0003652169748060159,0.004999281540377431,0.00047897308171280774,0.00011974327042820194,0.0006047035156624197,0.18181818181818182,0.3181818181818182,0.45454545454545453,0.045454545454545456,0.3203064799399757,0,0.5388026607538803,0,1,0,0,1,0,0,0
1711,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,61,7,2,38760.0,3,5,1468,0.009468402110395893,22,63.82608695652174,3.142857142857143,0.012125902992776058,0.0005675954592363261,0.005108359133126935,0.0,0.0011351909184726522,0.0007481940144478844,0.34782608695652173,0.30434782608695654,0.30434782608695654,0.043478260869565216,0.4865506810011454,0,0.6585365853658537,0,0,1,0,1,0,0,0
1712,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,42,7,2,20577.0,0,0,62,0.0007532499088810594,5,10.333333333333334,0.7142857142857143,0.0010691548816639939,4.8597949166545175e-05,0.00026728872041599847,4.8597949166545175e-05,7.289692374981776e-05,0.0001700928220829081,0.16666666666666666,0.0,0.6666666666666666,0.16666666666666666,0.037729932384765456,0,0.07317073170731711,0,1,0,0,0,0,1,0
1713,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,54,8,1,80398.0,1,5,1571,0.009770022015199194,25,60.42307692307692,3.125,0.0021269185800641805,0.00031717206895693923,0.005821040324386179,0.0012873454563546358,0.00021766710614691908,0.00016169556456628275,0.19230769230769232,0.3076923076923077,0.46153846153846156,0.038461538461538464,0.22438354420275614,0,0.5234521575984991,0,1,0,0,1,0,0,0
1714,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,28,6,2,9373.0,0,0,44,0.0011735210967088068,6,6.285714285714286,1.0,0.0001066894270777766,0.000533447135388883,0.0005867918489277712,0.0006401365624666595,0.00048010242184999465,0.001066894270777766,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.019578081419274206,0,0.28222996515679444,1,0,0,0,0,1,0,0
1716,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,64,7,2,30115.0,0,0,1027,0.008525510119373744,15,64.1875,2.142857142857143,0.008633571309978416,0.00033206043499916984,0.006093308982234767,0.0006475178482483812,0.001344844761746638,0.0006641208699983397,0.375,0.1875,0.375,0.125,0.41576329655733607,0,0.49390243902439024,0,1,0,0,0,1,0,0
1717,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,43,6,3,7369.333333333333,0,0,25,0.0005653806142294993,5,4.166666666666667,0.8333333333333334,0.00033924371268319163,0.00020354622760991497,0.0006106386828297449,0.00040709245521982994,0.00013569748507327666,0.00040709245521982994,0.3333333333333333,0.0,0.5,0.3333333333333333,0.026816693574202174,0,0.21951219512195122,0,1,0,0,1,0,0,0
1718,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,46,7,3,14797.333333333334,0,0,182,0.0020498727276822924,9,18.2,1.2857142857142858,0.002939718868264552,0.0001689493602450892,0.0023990809154802667,0.00023652910434312488,0.00040547846458821406,0.0009799062894215174,0.4,0.1,0.4,0.5,0.15072282477389254,0,0.39512195121951216,0,1,0,0,0,0,1,0
1719,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,44,8,2,27712.0,1,3,770,0.006946323861073523,21,35.0,2.625,0.008335739030023095,0.00110060623556582,0.0033198614318706698,0.00018042725173210162,0.0009562644341801385,0.0019305715935334874,0.3181818181818182,0.22727272727272727,0.4090909090909091,0.18181818181818182,0.3290561731498871,0,0.4988913525498891,0,0,0,1,1,0,0,0
1720,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,41,7,2,8844.0,0,0,9,0.00025439538696364974,3,2.25,0.42857142857142855,0.00011307100859339665,0.00011307100859339665,5.653550429669833e-05,0.00016960651289009497,5.653550429669833e-05,0.00011307100859339665,0.25,0.0,0.5,0.25,0.004788262111023305,0,0.21951219512195122,0,1,0,0,1,0,0,0
1721,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,37,7,1,92491.0,3,5,2012,0.010876616356009169,24,80.48,3.4285714285714284,0.005292406828772529,0.00023786098106842827,0.005054545847704101,0.00015677201024964592,0.0001351482846979706,0.00011893049053421413,0.28,0.2,0.48,0.04,0.2921109609595517,0,0.4126829268292683,0,0,0,1,1,0,0,0
1722,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,29,7,1,90273.0,3,5,1880,0.010412743425571039,18,98.94736842105263,2.5714285714285716,0.003899283285146168,0.000714499351965704,0.004724557730439888,0.0006646505599680968,0.0004098678453136597,0.0006148017679704895,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.24346477315512913,0,0.6123234916559692,0,1,0,0,0,1,0,0
1723,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,58,6,1,82571.0,1,5,1607,0.009730901516252482,24,64.28,4.0,0.0052136948807692774,0.00018771723728669873,0.003378910271160577,0.00037543447457339746,0.0005752625013624638,0.00047837618534352257,0.24,0.2,0.52,0.0,0.2425829349526834,1,0.3775609756097561,0,0,0,1,0,0,0,1
1724,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,38,6,2,19256.5,0,0,306,0.003972581398971803,12,23.53846153846154,2.0,0.004466024459273492,7.789577545244463e-05,0.002986004725677044,0.00041544413574637134,0.0,0.0004673746527146678,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.38461538461538464,0.2103826580035912,0,0.3883677298311445,0,0,0,1,0,1,0,0
1725,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,41,6,2,8326.5,0,0,62,0.0018614146751531164,6,8.857142857142858,1.0,0.00030024620188554615,0.0004203446826397646,0.0018615264516903861,0.0009007386056566384,0.00024019696150843692,0.0004203446826397646,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.061030286593248224,0,0.4076655052264809,0,0,1,0,0,1,0,0
1726,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,65,8,3,14195.333333333334,0,0,252,0.0029586493530889706,11,21.0,1.375,0.006833231578453012,7.044568637580425e-05,0.001972479218522519,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.5,0.4166666666666667,0.2485992468762628,0,0.2926829268292683,0,1,0,0,0,0,1,0
1727,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,55,7,2,11764.5,0,0,34,0.0007224819379515512,4,6.8,0.5714285714285714,0.0003825066938671427,0.00029750520634111096,0.0005525096689192061,0.00012750223128904755,8.50014875260317e-05,0.0008500148752603171,0.2,0.2,0.4,0.2,0.026397001782696033,0,0.4829268292682927,1,0,0,0,0,1,0,0
1730,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,56,6,3,15636.666666666666,0,0,62,0.0006608258191042613,5,10.333333333333334,0.8333333333333334,0.0015348539756981454,0.0,0.0004476657429119591,0.0,0.0,0.00019185674696226818,0.3333333333333333,0.0,0.5,0.3333333333333333,0.05596969061635444,0,0.21951219512195122,0,0,0,1,0,0,1,0
1732,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,65,7,3,12414.666666666666,1,3,30,0.0004027386226339106,4,6.0,0.5714285714285714,0.0007249489850714209,8.054988723015788e-05,0.0004027494361507894,0.0,0.0,0.0010068735903769736,0.2,0.2,0.4,0.2,0.031836723313202746,0,0.4829268292682927,0,1,0,0,0,0,0,0
1733,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,54,6,1,82427.0,1,5,1349,0.00818289901489785,20,64.23809523809524,3.3333333333333335,0.0029237992405401142,0.000891698108629454,0.0030875805257985856,0.0006308612469215184,0.000649059167505793,0.000649059167505793,0.14285714285714285,0.23809523809523808,0.5714285714285714,0.047619047619047616,0.16971082937589665,0,0.3658536585365854,0,1,0,0,0,0,1,0
1734,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,62,7,2,37671.0,0,0,537,0.0035637020028403436,17,29.833333333333332,2.4285714285714284,0.0027076531018555387,0.001287462504313663,0.001287462504313663,0.0002787289957792466,0.0015661915000929098,0.00034509304239335297,0.2777777777777778,0.1111111111111111,0.5555555555555556,0.05555555555555555,0.11278847940570487,0,0.26829268292682923,0,0,0,0,0,1,0,0
1735,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,66,7,2,35022.0,0,0,1490,0.010636019701620387,22,64.78260869565217,3.142857142857143,0.015318942379076009,0.0,0.0035691850836616986,0.0021843412712009595,0.0001998743646850551,0.0001998743646850551,0.30434782608695654,0.43478260869565216,0.21739130434782608,0.17391304347826086,0.5332419347399218,0,0.8494167550371156,0,1,0,0,0,0,0,0
1737,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,57,7,1,77437.0,1,5,1096,0.007076629045171621,22,47.65217391304348,3.142857142857143,0.003615842555884138,0.00013559409584565517,0.0028539328744656947,0.00018724898950114285,0.00028410191510518226,0.00018724898950114285,0.17391304347826086,0.21739130434782608,0.5652173913043478,0.043478260869565216,0.18265206938160436,0,0.3531283138918346,0,1,0,0,1,0,0,0
1738,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,61,6,2,27492.0,1,1,352,0.0032008729653541877,13,25.142857142857142,2.1666666666666665,0.0031463698530481594,0.00023643241670304088,0.0023825112760075657,0.0005819874872690237,5.456132693147097e-05,0.00010912265386294194,0.42857142857142855,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.15608912402888833,0,0.3449477351916377,0,1,0,0,1,0,0,0
1739,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,49,7,2,21201.5,0,0,39,0.00045986227714366567,4,7.8,0.5714285714285714,0.0005188312147725397,2.358323703511544e-05,0.00025941560738626984,0.0,0.0001179161851755772,7.074971110534632e-05,0.2,0.0,0.6,0.2,0.02197114785316092,0,0.13170731707317077,0,0,0,1,1,0,0,0
1740,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,56,6,2,27880.5,1,4,152,0.0013629353323051541,8,16.88888888888889,1.3333333333333333,0.0024389806495579347,1.793368124674952e-05,0.00021520417496099424,0.0,5.380104374024856e-05,0.0005738777998959846,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.07493186679176887,0,0.4634146341463415,0,1,0,0,0,0,1,0
1741,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,37,7,2,18646.0,0,0,394,0.005282492692998686,14,26.266666666666666,2.0,0.0073742357610211305,0.0,0.0023061246379920625,0.00026815402767349565,0.0006167542636490401,0.0017698165826450713,0.4,0.2,0.3333333333333333,0.3333333333333333,0.2732919988142288,0,0.5414634146341464,0,1,0,0,0,0,1,0
1742,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,75,6,1,45576.0,0,0,120,0.0013164534743401277,7,15.0,1.1666666666666667,0.0006143584342636476,0.0002084430401965947,0.00031814990345796035,2.1941372652273127e-05,0.0001535896085659119,0.00027426715815341405,0.375,0.125,0.375,0.125,0.026326196238814725,0,0.43902439024390244,0,0,0,1,0,1,0,0
1743,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,73,7,1,70321.0,0,0,1185,0.008425528284178493,24,47.4,3.4285714285714284,0.002154406222892166,0.000163535785896105,0.005339798922085863,0.0005830406279774178,0.00018486654057820565,0.0013580580480937415,0.24,0.2,0.52,0.04,0.21157335255862011,0,0.3775609756097561,0,1,0,0,0,0,1,0
1744,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,51,7,2,29043.0,0,0,777,0.00668824349682373,21,35.31818181818182,3.0,0.012188823468649933,0.00012051096649795132,0.0010673828461247117,0.0,0.0,0.0002582377853527528,0.5,0.13636363636363635,0.3181818181818182,0.09090909090909091,0.37424382679263374,0,0.4988913525498891,0,0,0,1,0,0,0,0
1745,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,68,8,1,81795.0,0,0,1294,0.007909922245586582,22,56.26086956521739,2.75,0.0019805611589950485,0.0008068952869979827,0.004236200256739409,0.00016504676324958738,0.00072131548383153,0.0005379301913319885,0.17391304347826086,0.4782608695652174,0.30434782608695654,0.043478260869565216,0.1755090805948132,0,0.8112407211028633,0,1,0,0,1,0,0,0
1746,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,73,8,1,28389.0,0,0,20,0.0003522367030644593,3,5.0,0.375,1.761245552854979e-05,8.806227764274895e-05,5.283736658564937e-05,0.00012328718869984853,7.044982211419916e-05,0.00014089964422839832,0.25,0.0,0.5,0.25,0.0019889107334949037,0,0.21951219512195122,1,0,0,0,0,0,1,0
1748,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,51,7,2,34950.5,0,0,733,0.005243054562101227,20,34.904761904761905,2.857142857142857,0.004463455458434071,0.00030042488662537016,0.00294702507832506,0.0014592065921803694,0.0013161471223587645,0.0021315861003419123,0.3333333333333333,0.14285714285714285,0.47619047619047616,0.14285714285714285,0.20920967346125785,0,0.3658536585365854,0,1,0,0,0,0,0,0
1750,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,59,8,2,31671.0,1,4,1080,0.008525014603034274,16,63.529411764705884,2.0,0.014492753623188406,0.00033153357961542105,0.0018629029711723659,0.00020523507309526065,0.0001578731331502005,0.00033153357961542105,0.47058823529411764,0.17647058823529413,0.29411764705882354,0.17647058823529413,0.46174624686986154,0,0.5552367288378767,0,0,0,1,0,0,1,0
1752,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,40,6,2,15929.5,0,0,37,0.0005806654111738858,4,7.4,0.6666666666666666,9.41649141529866e-05,0.0001255532188706488,0.0002197181330236354,0.000470824570764933,0.0002511064377412976,0.0003452713518942842,0.2,0.0,0.6,0.2,0.008861418565112968,0,0.13170731707317077,0,0,0,0,0,1,0,0
1753,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,71,7,2,25784.5,1,4,433,0.004198177234826449,15,27.0625,2.142857142857143,0.007368768058329617,0.0,0.0009114002598460316,0.00011634896934204658,0.0,0.0006593108262715972,0.4375,0.0625,0.4375,0.25,0.23376234529689124,0,0.32926829268292684,0,0,0,1,0,0,0,1
1755,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,41,7,3,5338.0,0,0,31,0.0009678426475179519,6,4.428571428571429,0.8571428571428571,0.00028100412139378045,0.0008430123641813413,0.0003746721618583739,0.0006556762832521544,0.0007493443237167478,0.0006556762832521544,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.01851078623512119,0,0.28222996515679444,1,0,0,0,0,1,0,0
1756,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,52,7,3,13706.666666666666,0,0,57,0.0006930765302400234,6,8.142857142857142,0.8571428571428571,0.0008754863813229572,7.295719844357976e-05,0.0008390077821011674,0.0,0.00029182879377431906,0.0008754863813229572,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.048402902119767395,0,0.4076655052264809,0,1,0,0,1,0,0,0
1757,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,49,7,2,19881.5,0,0,151,0.0018987023438285886,8,16.77777777777778,1.1428571428571428,0.002011920629731157,2.5149007871639463e-05,0.0015089404722983678,0.00010059603148655785,0.0001508940472298368,0.0004023841259462314,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.09939951907358793,0,0.5609756097560975,0,0,1,0,0,1,0,0
1758,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,65,6,3,12908.333333333334,0,0,40,0.0005164488973816041,5,6.666666666666667,0.8333333333333334,0.0012007746933505488,0.0,0.00023240800516462234,7.74693350548741e-05,3.873466752743705e-05,0.00019367333763718527,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.040461031221844655,0,0.07317073170731711,0,0,0,1,1,0,0,0
1759,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,48,7,2,38990.5,0,0,604,0.003872688569156985,18,31.789473684210527,2.5714285714285716,0.001769661840704787,0.001538836383221554,0.002616021851476642,0.00020517818442954052,0.0016157782023826317,0.000769418191610777,0.3684210526315789,0.21052631578947367,0.3684210526315789,0.15789473684210525,0.12381483880759346,0,0.5198973042362003,0,1,0,0,1,0,0,0
1760,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,56,7,2,31452.5,0,0,563,0.004474930849203574,17,31.27777777777778,2.4285714285714284,0.002638899928463556,0.0011922740640648596,0.0015261108020030204,0.0018917415149829107,0.0017009776647325331,0.000937922263731023,0.3888888888888889,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.11758488947663098,0,0.3658536585365854,0,0,0,0,1,0,0,0
1761,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,41,7,2,6766.5,0,0,31,0.0011452637801093542,5,5.166666666666667,0.7142857142857143,0.0008867213478164486,0.00022168033695411216,0.0005911475652109658,0.0005911475652109658,0.0,0.0012561885760733022,0.3333333333333333,0.0,0.5,0.3333333333333333,0.04172259426083411,0,0.21951219512195122,0,0,0,0,0,0,0,0
1762,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,45,7,2,29740.5,0,0,403,0.003387579435795703,14,26.866666666666667,2.0,0.0029925522435735783,5.043627376809401e-05,0.0014290277567626636,0.0011936584791782249,0.0011095980228980683,0.0009751012928498176,0.2,0.2,0.5333333333333333,0.13333333333333333,0.12482824878421793,0,0.3658536585365854,0,1,0,0,0,0,1,0
1763,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,43,7,2,36058.5,0,0,1023,0.007092542777115283,25,39.34615384615385,3.5714285714285716,0.009803513734625678,0.00027732712120581834,0.0023711468863097467,0.0009013131439189095,0.000831981363617455,0.0006933178030145459,0.34615384615384615,0.2692307692307692,0.34615384615384615,0.038461538461538464,0.34371006851351293,0,0.5909943714821765,0,1,0,0,1,0,0,0
1764,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,34,7,2,10977.5,0,0,44,0.001002004008016032,6,6.285714285714286,0.8571428571428571,0.0002277385561375541,4.5547711227510815e-05,0.0003188339785925757,0.0007743110908676839,0.0006376679571851514,0.0005010248235026189,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.015430613567712179,0,0.4076655052264809,0,0,0,0,1,0,0,0
1765,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,64,7,2,33565.5,0,0,914,0.006807483763331943,23,38.083333333333336,3.2857142857142856,0.00692675515037762,0.0010576335821006688,0.003724061908805172,0.001385351030075524,0.0005213686672327241,0.0009235673533836827,0.375,0.08333333333333333,0.5,0.125,0.3006895366628575,0,0.2926829268292683,0,1,0,0,1,0,0,0
1766,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,40,6,2,18401.0,0,0,19,0.0002581311306143521,4,3.8,0.6666666666666666,0.00043475898049019076,2.7172436280636923e-05,5.4344872561273845e-05,0.0,0.0,2.7172436280636923e-05,0.2,0.0,0.6,0.2,0.01380818111294716,0,0.13170731707317077,0,0,0,1,0,1,0,0
1769,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,45,7,2,23904.0,1,3,152,0.0015896588508439832,8,16.88888888888889,1.1428571428571428,0.0025727911646586344,2.0917001338688085e-05,0.0005438420348058903,4.183400267737617e-05,0.0,0.0015060240963855422,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.08798752128477279,0,0.5609756097560975,0,0,1,0,1,0,0,0
1770,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,46,8,2,12754.5,0,0,90,0.0017640141121128968,6,12.857142857142858,0.75,0.001568074013093418,0.00011760555098200635,0.0011760555098200634,0.0003920185032733545,0.00027441295229134813,0.00043122035360068997,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.07747114894592255,0,0.28222996515679444,0,0,0,1,0,0,0,0
1773,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,68,7,1,85431.0,0,0,1112,0.006508100009364173,16,65.41176470588235,2.2857142857142856,0.0022006063372780374,0.00031019185073334035,0.002703936510166099,0.0009832496400603997,0.00031019185073334035,0.00031019185073334035,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.058823529411764705,0.13846305951425875,0,0.6585365853658537,0,0,0,1,0,0,1,0
1774,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,53,6,2,21332.0,0,0,24,0.0002812609867572952,4,4.8,0.6666666666666666,0.0004922182636414776,0.0,7.031689480592537e-05,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.01588126387020068,0,0.13170731707317077,0,1,0,0,1,0,0,0
1777,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,43,8,1,28973.0,0,0,257,0.004435010699247601,11,21.416666666666668,1.375,0.0035550339971697786,0.0,0.0007938425430573293,5.177233976460843e-05,3.451489317640562e-05,0.0002070893590584337,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.12277571425916436,0,0.36585365853658536,0,0,0,1,1,0,0,0
1778,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,47,7,2,19717.5,0,0,89,0.0011284105893092605,6,12.714285714285714,0.8571428571428571,0.001800431089134018,0.0,0.00045644731837200456,0.0,0.0,0.0003296563966020033,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.06371527356883006,0,0.5331010452961673,0,0,0,1,0,0,1,0
1779,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,36,7,1,65370.0,0,0,432,0.003304217466460663,18,22.736842105263158,2.5714285714285716,0.0005430625669267248,0.00016827290806180204,0.0008566620774055377,0.0010555300596603947,0.0006807404007954719,0.00022181428789964816,0.10526315789473684,0.15789473684210525,0.6842105263157895,0.05263157894736842,0.039516457039977006,0,0.19640564826700893,0,0,0,0,1,0,0,0
1780,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,41,8,2,10097.0,0,0,32,0.0007922753156721961,5,5.333333333333333,0.625,0.0,0.00019807863721897593,0.0003466376151332079,0.0005447162523521838,0.0004951965930474399,0.0007427948895711598,0.3333333333333333,0.0,0.5,0.3333333333333333,0.009786132209871935,0,0.21951219512195122,1,0,0,0,0,1,0,0
1781,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,44,6,3,14157.666666666666,0,0,119,0.0014008569948674484,7,14.875,1.1666666666666667,0.0032844395262872886,3.531655404609988e-05,0.0007416476349680974,0.0,0.0001412662161843995,0.0008829138511524969,0.25,0.125,0.5,0.375,0.11366285575606792,0,0.32926829268292684,0,0,0,1,0,1,0,0
1782,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,52,8,1,64590.0,0,0,1308,0.010125249647783746,23,54.5,2.875,0.007121845486917479,0.001068276823037622,0.0013005109150023223,0.0002786809103576405,0.000356092274345874,0.00023223409196470042,0.375,0.16666666666666666,0.4166666666666667,0.041666666666666664,0.23777654146441884,0,0.43902439024390244,0,1,0,0,1,0,0,0
1783,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,61,7,2,35616.0,0,0,900,0.006317296758524841,23,37.5,3.2857142857142856,0.009167228212039533,0.00023865678346810424,0.002386567834681042,0.00047731356693620847,0.00036500449236298295,0.00023865678346810424,0.4583333333333333,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.3261820722937216,0,0.36585365853658536,0,1,0,0,0,0,1,0
